MsgID.LOCAL_POSITION,31.6290000,9.9465790,9.9391098,-2.9869874
MsgID.LOCAL_VELOCITY,31.6290000,0.0483559,0.0118990,0.0015614
MsgID.GLOBAL_POSITION,0.0000000,-122.3956403,37.7933710,2.9820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-0.3300000,-0.0700000
MsgID.LOCAL_POSITION,31.8800000,9.9431391,9.8883638,-2.9830191
MsgID.LOCAL_VELOCITY,31.8800000,0.0328066,-0.4852428,-0.1035163
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956453,37.7933707,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-1.6700000,-0.1200000
MsgID.LOCAL_POSITION,32.1300000,9.9136982,9.4741325,-2.9963770
MsgID.LOCAL_VELOCITY,32.1300000,0.0341883,-1.6705021,-0.1202021
MsgID.GLOBAL_POSITION,0.0000000,-122.3956515,37.7933706,2.9940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,-2.9100000,-0.0500000
MsgID.LOCAL_POSITION,32.3810000,9.8974714,8.9274464,-2.9948366
MsgID.LOCAL_VELOCITY,32.3810000,0.0441585,-2.9159927,-0.0525721
MsgID.GLOBAL_POSITION,0.0000000,-122.3956599,37.7933707,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,-3.9200000,0.0200000
MsgID.LOCAL_POSITION,32.6310000,9.9077415,8.1784573,-2.9896109
MsgID.LOCAL_VELOCITY,32.6310000,0.0502640,-3.9294932,0.0211145
MsgID.GLOBAL_POSITION,0.0000000,-122.3956728,37.7933708,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,-5.0600000,0.0000000
MsgID.LOCAL_POSITION,32.8820000,9.9234066,7.0290403,-2.9934108
MsgID.LOCAL_VELOCITY,32.8820000,0.0641049,-5.0619988,-0.0020099
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956873,37.7933710,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,-5.9800000,0.0000000
MsgID.LOCAL_POSITION,33.1320000,9.9395170,5.7394500,-2.9998088
MsgID.LOCAL_VELOCITY,33.1320000,0.0692753,-5.9892411,0.0071285
MsgID.GLOBAL_POSITION,0.0000000,-122.3957079,37.7933715,3.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0700000,-6.9300000,0.0900000
MsgID.LOCAL_POSITION,33.3830000,9.9959326,3.9130039,-3.0147958
MsgID.LOCAL_VELOCITY,33.3830000,0.0738933,-6.9302940,0.0973874
MsgID.GLOBAL_POSITION,0.0000000,-122.3957263,37.7933706,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,-6.9500000,0.1300000
MsgID.LOCAL_POSITION,33.6330000,9.8996449,2.2764959,-3.0121584
MsgID.LOCAL_VELOCITY,33.6330000,0.0540098,-6.9509621,0.1329658
MsgID.GLOBAL_POSITION,0.0000000,-122.3957426,37.7933706,3.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.1000000,-5.4200000,0.1300000
MsgID.LOCAL_POSITION,33.8840000,9.9047155,0.8306707,-3.0017045
MsgID.LOCAL_VELOCITY,33.8840000,0.1034531,-5.4215422,0.1391712
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957554,37.7933716,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.1400000,-3.8500000,0.0700000
MsgID.LOCAL_POSITION,34.1340000,10.0059967,-0.3130130,-3.0075953
MsgID.LOCAL_VELOCITY,34.1340000,0.1443774,-3.8587325,0.0710204
MsgID.GLOBAL_POSITION,0.0000000,-122.3957667,37.7933707,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0800000,-2.2200000,0.0700000
MsgID.LOCAL_POSITION,34.3850000,9.9079037,-1.3158704,-2.9997339
MsgID.LOCAL_VELOCITY,34.3850000,0.0839237,-2.2274427,0.0704437
MsgID.GLOBAL_POSITION,0.0000000,-122.3957714,37.7933707,2.9930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0900000,-0.8800000,0.0400000
MsgID.LOCAL_POSITION,34.6350000,9.9060860,-1.7362897,-2.9931526
MsgID.LOCAL_VELOCITY,34.6350000,0.0921175,-0.8801430,0.0450433
MsgID.GLOBAL_POSITION,0.0000000,-122.3957705,37.7933725,3.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.1100000,0.5900000,-0.0300000
MsgID.LOCAL_POSITION,34.8860000,10.1101618,-1.6553578,-3.0004003
MsgID.LOCAL_VELOCITY,34.8860000,0.1114810,0.5915624,-0.0308979
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957675,37.7933737,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,1.6800000,-0.0200000
MsgID.LOCAL_POSITION,35.1380000,10.2537470,-1.3439964,-3.0080867
MsgID.LOCAL_VELOCITY,35.1380000,-0.0453849,1.7823650,0.0117465
MsgID.GLOBAL_POSITION,0.0000000,-122.3957629,37.7933726,2.9960000
